gen100/case_14	centrolign	200	26146	0.276979	25495	0.270083	17385	0.184169	0.975101	0.594566 chr2
gen100/case_14	unialigner	200	26146	0.276979	26102	0.276513	11594	0.122822	0.998317	0.692434 chr2
gen100/case_14	rama	200	26146	0.276979	25502	0.270157	15188	0.160895	0.975369	0.626739 chr2
gen100/case_20	centrolign	200	16725	0.475859	16720	0.475716	1534	0.0436453	0.999701	0.915964 chr2
gen100/case_20	unialigner	200	16725	0.475859	16721	0.475745	1533	0.0436168	0.999761	0.916018 chr2
gen100/case_20	rama	200	16725	0.475859	16707	0.475346	1544	0.0439298	0.998924	0.915402 chr2
gen100/case_26	centrolign	200	36638	0.309282	29198	0.246477	16584	0.139995	0.796932	0.637762 chr2
gen100/case_26	unialigner	200	36638	0.309282	36624	0.309164	10455	0.0882565	0.999618	0.777926 chr2
gen100/case_26	rama	200	36638	0.309282	36611	0.309054	7956	0.0671611	0.999263	0.821482 chr2
gen100/case_2	centrolign	200	64840	0.0689142	40958	0.0435316	18166	0.0193075	0.631678	0.692747 chr2
gen100/case_2	unialigner	200	64840	0.0689142	34244	0.0363957	10634	0.0113022	0.528131	0.763046 chr2
gen100/case_2	rama	200	64840	0.0689142	46535	0.049459	57245	0.060842	0.71769	0.4484 chr2
gen100/case_32	centrolign	200	39526	0.603045	32631	0.497849	9729	0.148435	0.825558	0.770326 chr2
gen100/case_32	unialigner	200	39526	0.603045	39335	0.600131	2970	0.0453131	0.995168	0.929796 chr2
gen100/case_32	rama	200	39526	0.603045	39322	0.599933	2625	0.0400494	0.994839	0.937421 chr2
gen100/case_38	centrolign	200	27579	0.155054	27574	0.155026	806	0.00453149	0.999819	0.9716 chr2
gen100/case_38	unialigner	200	27579	0.155054	27515	0.154695	4917	0.0276443	0.997679	0.84839 chr2
gen100/case_38	rama	200	27579	0.155054	27523	0.15474	6880	0.0386807	0.997969	0.800017 chr2
gen100/case_44	centrolign	200	36330	0.436349	36309	0.436097	19491	0.234101	0.999422	0.650699 chr2
gen100/case_44	unialigner	200	36330	0.436349	36299	0.435977	10705	0.128575	0.999147	0.772253 chr2
gen100/case_44	rama	200	36330	0.436349	36299	0.435977	10459	0.12562	0.999147	0.776316 chr2
gen100/case_50	centrolign	200	110077	0.592916	107492	0.578993	33461	0.180234	0.976516	0.762609 chr2
gen100/case_50	unialigner	200	110077	0.592916	104920	0.565139	14339	0.0772353	0.953151	0.879766 chr2
gen100/case_50	rama	200	110077	0.592916	106038	0.571161	12689	0.0683478	0.963308	0.893125 chr2
gen100/case_56	centrolign	200	42103	0.347882	42074	0.347643	723	0.0059739	0.999311	0.983106 chr2
gen100/case_56	unialigner	200	42103	0.347882	41047	0.339157	48	0.000396607	0.974919	0.998832 chr2
gen100/case_56	rama	200	42103	0.347882	42036	0.347329	761	0.00628788	0.998409	0.982218 chr2
gen100/case_8	centrolign	200	47680	0.573539	37213	0.447632	13050	0.156977	0.780474	0.740366 chr2
gen100/case_8	unialigner	200	47680	0.573539	44950	0.5407	3283	0.0394909	0.942743	0.931935 chr2
gen100/case_8	rama	200	47680	0.573539	47215	0.567945	9710	0.116801	0.990247	0.829425 chr2
gen150/case_15	centrolign	300	28864	0.186902	27978	0.181165	3150	0.0203971	0.969304	0.898805 chr2
gen150/case_15	unialigner	300	28864	0.186902	28839	0.18674	2282	0.0147765	0.999134	0.926673 chr2
gen150/case_15	rama	300	28864	0.186902	27964	0.181074	5307	0.0343642	0.968819	0.840492 chr2
gen150/case_21	centrolign	300	43837	0.0694083	40372	0.0639221	18935	0.0299803	0.920957	0.680729 chr2
gen150/case_21	unialigner	300	43837	0.0694083	41973	0.066457	2043	0.00323474	0.957479	0.953585 chr2
gen150/case_21	rama	300	43837	0.0694083	40839	0.0646615	17796	0.0281769	0.93161	0.696495 chr2
gen150/case_27	centrolign	300	34240	0.266041	24469	0.190121	8939	0.069455	0.714632	0.732429 chr2
gen150/case_27	unialigner	300	34240	0.266041	32301	0.250975	11962	0.0929434	0.94337	0.729752 chr2
gen150/case_27	rama	300	34240	0.266041	29649	0.230369	6722	0.0522292	0.865917	0.815182 chr2
gen150/case_33	centrolign	300	31453	0.366668	26903	0.313626	14650	0.170785	0.85534	0.647438 chr2
gen150/case_33	unialigner	300	31453	0.366668	30733	0.358275	1786	0.0208206	0.977109	0.945078 chr2
gen150/case_33	rama	300	31453	0.366668	29427	0.34305	7036	0.0820233	0.935586	0.807037 chr2
gen150/case_39	centrolign	300	95794	0.181458	95251	0.18043	7702	0.0145896	0.994332	0.925189 chr2
gen150/case_39	unialigner	300	95794	0.181458	95786	0.181443	27249	0.0516166	0.999916	0.778526 chr2
gen150/case_39	rama	300	95794	0.181458	94972	0.179901	29541	0.0559582	0.991419	0.762748 chr2
gen150/case_3	centrolign	300	37807	0.223646	35574	0.210437	16693	0.0987468	0.940937	0.680621 chr2
gen150/case_3	unialigner	300	37807	0.223646	33186	0.196311	9821	0.0580958	0.877774	0.771642 chr2
gen150/case_3	rama	300	37807	0.223646	34856	0.206189	13200	0.0780841	0.921946	0.72532 chr2
gen150/case_45	centrolign	300	24112	0.0474788	22703	0.0447044	10297	0.0202758	0.941564	0.68797 chr2
gen150/case_45	unialigner	300	24112	0.0474788	23984	0.0472268	3638	0.00716357	0.994691	0.868293 chr2
gen150/case_45	rama	300	24112	0.0474788	23830	0.0469235	5412	0.0106567	0.988305	0.814924 chr2
gen150/case_51	centrolign	300	41165	0.517272	41121	0.516719	5231	0.0657318	0.998931	0.887146 chr2
gen150/case_51	unialigner	300	41165	0.517272	40391	0.507546	5024	0.0631306	0.981198	0.889376 chr2
gen150/case_51	rama	300	41165	0.517272	40300	0.506402	5014	0.063005	0.978987	0.88935 chr2
gen150/case_57	centrolign	300	19992	0.224888	19327	0.217408	9894	0.111297	0.966737	0.661408 chr2
gen150/case_57	unialigner	300	19992	0.224888	19725	0.221885	6157	0.0692595	0.986645	0.762113 chr2
gen150/case_57	rama	300	19992	0.224888	19953	0.22445	8399	0.0944796	0.998049	0.70376 chr2
gen150/case_9	centrolign	300	23422	0.55266	23389	0.551881	8093	0.19096	0.998591	0.742932 chr2
gen150/case_9	unialigner	300	23422	0.55266	23388	0.551858	2527	0.0596265	0.998548	0.902489 chr2
gen150/case_9	rama	300	23422	0.55266	23378	0.551622	2533	0.0597681	0.998121	0.902242 chr2
gen200/case_10	centrolign	400	20314	0.0582592	18251	0.0523427	406	0.00116438	0.898444	0.978239 chr2
gen200/case_10	unialigner	400	20314	0.0582592	18772	0.0538369	11450	0.0328378	0.924092	0.621137 chr2
gen200/case_10	rama	400	20314	0.0582592	18768	0.0538254	10213	0.0292902	0.923895	0.647597 chr2
gen200/case_16	centrolign	400	19923	0.460392	19797	0.45748	7309	0.1689	0.993676	0.730355 chr2
gen200/case_16	unialigner	400	19923	0.460392	19902	0.459907	4643	0.107293	0.998946	0.810837 chr2
gen200/case_16	rama	400	19923	0.460392	19815	0.457896	5414	0.12511	0.994579	0.785406 chr2
gen200/case_22	centrolign	400	24751	0.266472	23815	0.256395	7602	0.081844	0.962183	0.758029 chr2
gen200/case_22	unialigner	400	24751	0.266472	18369	0.197763	2961	0.0318785	0.742152	0.861181 chr2
gen200/case_22	rama	400	24751	0.266472	19629	0.211328	5549	0.0597412	0.793059	0.779609 chr2
gen200/case_28	centrolign	400	25335	0.563075	25312	0.562564	2650	0.0588967	0.999092	0.905229 chr2
gen200/case_28	unialigner	400	25335	0.563075	24112	0.535894	3291	0.0731431	0.951727	0.879904 chr2
gen200/case_28	rama	400	25335	0.563075	24088	0.53536	3455	0.076788	0.95078	0.87456 chr2
gen200/case_34	centrolign	400	63425	0.787844	62701	0.778851	2840	0.0352775	0.988585	0.956668 chr2
gen200/case_34	unialigner	400	63425	0.787844	63113	0.783969	2080	0.0258371	0.995081	0.968095 chr2
gen200/case_34	rama	400	63425	0.787844	62695	0.778776	2453	0.0304703	0.98849	0.962347 chr2
gen200/case_40	centrolign	400	25351	0.11617	19470	0.0892207	5402	0.0247545	0.768017	0.782808 chr2
gen200/case_40	unialigner	400	25351	0.11617	17658	0.0809172	4480	0.0205295	0.696541	0.797633 chr2
gen200/case_40	rama	400	25351	0.11617	22726	0.104141	8302	0.0380437	0.896454	0.732435 chr2
gen200/case_46	centrolign	400	38755	0.226905	38712	0.226654	2028	0.0118737	0.99889	0.950221 chr2
gen200/case_46	unialigner	400	38755	0.226905	38724	0.226724	1268	0.00742397	0.9992	0.968294 chr2
gen200/case_46	rama	400	38755	0.226905	38716	0.226677	1443	0.00844858	0.998994	0.964068 chr2
gen200/case_4	centrolign	400	24307	0.357864	20718	0.305024	12310	0.181236	0.852347	0.627286 chr2
gen200/case_4	unialigner	400	24307	0.357864	19997	0.294409	6098	0.0897788	0.822685	0.766315 chr2
gen200/case_4	rama	400	24307	0.357864	19411	0.285782	6835	0.100629	0.798577	0.739579 chr2
gen200/case_52	centrolign	400	23707	0.363914	21338	0.327549	22462	0.344803	0.900072	0.487169 chr2
gen200/case_52	unialigner	400	23707	0.363914	20783	0.319029	5771	0.0885877	0.876661	0.782669 chr2
gen200/case_52	rama	400	23707	0.363914	22348	0.343053	7674	0.1178	0.942675	0.744387 chr2
gen200/case_58	centrolign	400	34765	0.659884	34757	0.659732	4419	0.0838783	0.99977	0.887201 chr2
gen200/case_58	unialigner	400	34765	0.659884	33056	0.627445	3599	0.0683136	0.950841	0.901814 chr2
gen200/case_58	rama	400	34765	0.659884	33153	0.629286	7040	0.133628	0.953632	0.824845 chr2
gen25/case_12	centrolign	50	60680	0.410678	60680	0.410678	1308	0.00885246	1.0	0.978899 chr2
gen25/case_12	unialigner	50	60680	0.410678	60660	0.410543	793	0.00536697	0.99967	0.987096 chr2
gen25/case_12	rama	50	60680	0.410678	55921	0.37847	5028	0.0340292	0.921572	0.917505 chr2
gen25/case_18	centrolign	50	45295	0.134867	43100	0.128331	17982	0.0535418	0.95154	0.705609 chr2
gen25/case_18	unialigner	50	45295	0.134867	45295	0.134867	27633	0.0822778	1.0	0.621092 chr2
gen25/case_18	rama	50	45295	0.134867	45295	0.134867	29478	0.0877713	1.0	0.605767 chr2
gen25/case_24	centrolign	50	91150	0.171435	91131	0.171399	9341	0.0175686	0.999792	0.907029 chr2
gen25/case_24	unialigner	50	91150	0.171435	91133	0.171403	10885	0.0204725	0.999813	0.893303 chr2
gen25/case_24	rama	50	91150	0.171435	91104	0.171349	10447	0.0196487	0.999495	0.897126 chr2
gen25/case_30	centrolign	50	91201	0.225259	91125	0.225071	76	0.000187714	0.999167	0.999167 chr2
gen25/case_30	unialigner	50	91201	0.225259	90819	0.224315	382	0.000943508	0.995811	0.995811 chr2
gen25/case_30	rama	50	91201	0.225259	90861	0.224419	340	0.000839772	0.996272	0.996272 chr2
gen25/case_36	centrolign	50	35336	0.199809	35331	0.199781	15	8.48184e-05	0.999859	0.999576 chr2
gen25/case_36	unialigner	50	35336	0.199809	35331	0.199781	10731	0.0606791	0.999859	0.767031 chr2
gen25/case_36	rama	50	35336	0.199809	35323	0.199736	6241	0.0352901	0.999632	0.849846 chr2
gen25/case_42	centrolign	50	270577	0.136128	241125	0.121311	30	1.50931e-05	0.891151	0.999876 chr2
gen25/case_42	unialigner	50	270577	0.136128	193658	0.0974301	15223	0.00765875	0.715722	0.927121 chr2
